pollotion_type;lon;lat;reg_date;last_date;ground_type;square;pollution_level;restovration_date
нефть;76,841947;61,069963;11.03.2020;"21.01.2019; 09:55";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0276;-;До 2023
нефть;76.887432;61.231152;11.03.2020;"24.01.2019; 09:00";земли лесного фонда в долгосрочной аренде;0,0866;-;До 2023
нефть;76.726397;61.035627;11.03.2020;"29.01.2019; 09:50";земли лесного фонда в долгосрочной аренде;0,0565;-;До 2023
нефть;76,733759;61,251111;11.03.2020;"02.02.2019; 13:24";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0382;-;До 2023
нефть;76.924622;61.093791;11.03.2020;"03.02.2019; 13:15";земли лесного фонда в долгосрочной аренде;0,0338;-;До 2023
нефть;76,806181;61,103141;11.03.2020;"12.02.2019; 09:55";земли лесного фонда в долгосрочной аренде;0,0625;-;До 2023
нефть;76.871233;61.126309;11.03.2020;"18.02.2019; 10:30";земли лесного фонда в долгосрочной аренде ;0,0137;-;До 2023
нефть;76.905458;61.166864;11.03.2020;"10.03.2019; 18:40";земли лесного фонда в долгосрочной аренде;0,1088;-;До 2023
нефть;76.911185;61.168392;11.03.2020;"11.03.2019; 09:05";земли лесного фонда в долгосрочной аренде, земли промышленности;0,2364;-;До 2023
нефть;76.817450;61.045914;11.03.2020;"12.03.2019; 10:10";земли лесного фонда в долгосрочной аренде;0,0282;-;До 2023
нефть;76.775404;61.060114;11.03.2020;"12.03.2019; 23:10";земли лесного фонда в долгосрочной аренде, земли леного фонда;0,1883;-;До 2023
нефть;76.841110;61.058041;11.03.2020;"14.03.2019; 11:50";земли лесного фонда в долгосрочной аренде;0,1776;-;До 2023
нефть;76.531779;61.204865;11.03.2020;"16.03.2019; 00:10";земли лесного фонда в долгосрочной аренде, земли лесного фонда, земли промышленности;0,1354;-;До 2023
нефть;76.804909;61.200944;11.03.2020;"19.03.2019; 12:30";земли лесного фонда в долгосрочной аренде;0,0182;-;До 2023
нефть;76.376847;61.026743;11.03.2020;"23.03.2019; 06:00";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2078;-;До 2023
нефть;76.565016;61.109115;11.03.2020;"25.03.2019; 10:40";земли лесного фонда в долгосрочной аренде;0,0049;-;До 2023
нефть;76,869909;61,064809;11.03.2020;"27.03.2019; 14:25";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2363;-;До 2023
нефть;76.654731;61.179951;11.03.2020;"28.03.2019; 16:05";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0821;-;До 2023
нефть;76.818580;61.029153;11.03.2020;"31.03.2019; 16:50";земли лесного фонда в долгосрочной аренде;0,0388;-;До 2023
нефть;76.611448;61.160728;11.03.2020;"05.04.2019; 09:20";земли лесного фонда в долгосрочной аренде;0,0079;-;До 2023
нефть;76.854597;61.064677;11.03.2020;"05.04.2019; 13:10";земли лесного фонда в долгосрочной аренде;0,0376;-;До 2023
нефть;76.885279;61.214469;11.03.2020;"05.04.2019; 09:30";земли лесного фонда в долгосрочной аренде;0,0545;-;До 2023
нефть;76.836093;61.176719;11.03.2020;"07.04.2019;  11:00";земли лесного фонда в долгосрочной аренде;0,0111;-;До 2023
нефть;76.945018;61.131685;11.03.2020;"07.04.2019; 23:30";земли лесного фонда в долгосрочной аренде;0,0363;-;До 2023
нефть;76.887523;61.038385;11.03.2020;"10.04.2019; 11:35";земли лесного фонда в долгосрочной аренде, земли промышленности;0,006;-;До 2023
нефть;76,629435;61,067581;11.03.2020;"12.04.2019; 15:40";земли лесного фонда в долгосрочной аренде, земли промышленности;0,1741;-;До 2023
нефть;76,802997;61,05173;11.03.2020;"16.04.2019; 13:40";земли лесного фонда в долгосрочной аренде;0,0951;-;До 2023
нефть;76,549781;61,127582;11.03.2020;"16.04.2019; 11:10";земли лесного фонда в долгосрочной аренде;0,0642;-;До 2023
нефть;76,787069;61,051438;11.03.2020;"18.04.2019; 14:45";земли лесного фонда в долгосрочной аренде, земли лесного фонда ;0,0211;-;До 2023
нефть;76.809171;61.070319;11.03.2020;"20.04.2019; 06:15";земли лесного фонда в долгосрочной аренде, земли промышленности;0,3198;-;До 2023
нефть;76.888863;61.236548;11.03.2020;"22.04.2019; 18:15";земли лесного фонда в долгосрочной аренде;0,0579;-;До 2023
нефть;76.622863;61.254868;11.03.2020;"25.04.2019; 15:00";земли лесного фонда в долгосрочной аренде;0,0022;-;До 2023
нефть;76.709973;61.272853;11.03.2020;"02.05.2019; 16:30";земли лесного фонда в долгосрочной аренде;0,0335;-;До 2023
газовый конденсат;76.614501;61.080581;11.03.2020;"10.05.2019; 11:05";земли лесного фонда в долгосрочной аренде;0,0285;-;До 2023
нефть;76.915028;61.061570;11.03.2020;"12.05.2019; 21:10";земли промышленности;0,0636;-;До 2023
нефть;76,640127;61,165277;11.03.2020;"18.05.2019; 16:15";земли лесного фонда в долгосрочной аренде;0,0132;-;До 2023
нефть;76,611529;61,143423;11.03.2020;"20.05.2019; 11:00";земли лесного фонда в долгосрочной аренде;0,0157;-;До 2023
нефть;76,584343;61,141689;11.03.2020;"25.05.2019; 00:30";земли лесного фонда в долгосрочной аренде;0,0439;-;До 2023
нефть;76.538798;61.315893;11.03.2020;"29.05.2019; 16:50";земли лесного фонда в долгосрочной аренде;0,0412;-;До 2023
газовый конденсат;76.924550;61.249367;11.03.2020;"31.05.2019; 10:00";земли лесного фонда в долгосрочной аренде;0,0003;-;До 2023
нефть;76.673532;61.245262;11.03.2020;"10.06.2019; 13:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда ;0,1614;-;До 2023
нефть;76.914471;61.060892;11.03.2020;"11.06.2019; 11:15";земли промышленности;0,0444;-;До 2023
нефть;76.544348;61.127660;11.03.2020;"13.06.2019; 11:50";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0504;-;До 2023
нефть;76.739979;61.045862;11.03.2020;"14.06.2019; 10:30";земли лесного фонда в долгосрочной аренде;0,0539;-;До 2023
нефть;76,60539;61,154007;11.03.2020;"15.06.2019; 14:20";земли лесного фонда в долгосрочной аренде;0,0337;-;До 2023
нефть;76,534082;61,3031;11.03.2020;"20.06.2019; 13:45";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0948;-;До 2023
нефть;76,844252;61,190537;11.03.2020;"24.06.2019; 15:35";земли лесного фонда в долгосрочной аренде;0,1048;-;До 2023
нефть;76,448786;61,249814;11.03.2020;"29.06.2019; 17:40";земли лесного фонда в долгосрочной аренде;0,0458;-;До 2023
нефть;76,78;61,117681;11.03.2020;"30.06.2019; 06:15";земли лесного фонда в долгосрочной аренде;0,0138;-;До 2023
нефть;76.878033;61.179284;11.03.2020;"02.07.2019; 14:13";земли лесного фонда в долгосрочной аренде;0,0513;-;До 2023
нефть;76.674592 ;61.231222;11.03.2020;"03.07.2019; 23:10";земли лесного фонда в долгосрочной аренде, земли лесного фонда ;0,2278;-;До 2023
нефть;76,876736;61,084779;11.03.2020;"04.07.2019; 14:25";земли лесного фонда в долгосрочной аренде, земли промышленности ;0,0121;-;До 2023
нефть;76.447416;61.250830;11.03.2020;"04.07.2019; 15:30";земли лесного фонда в долгосрочной аренде, земли лесного фонда ;0,1327;-;До 2023
подтоварная вода;76.930771 ;61.068477;11.03.2020;"05.07.2019; 22:50";земли промышленности, земли лесного фонда;0,0206;-;До 2023
нефть;76,786027;61,058575;11.03.2020;"09.07.2019; 09:45";земли лесного фонда в долгосрочной аренде;0,0325;-;До 2023
нефть;76,384532;61,030338;11.03.2020;"10.07.2019; 23:15";земли лесного фонда в долгосрочной аренде;0,0164;-;До 2023
нефть;76,494515;61,360984;11.03.2020;"11.07.2019; 13:40";земли лесного фонда в долгосрочной аренде, земли промышленности ;0,1782;-;До 2023
нефть;76,819193;61,083876;11.03.2020;"12.07.2019; 14:20";земли лесного фонда в долгосрочной аренде;0,0819;-;До 2023
нефть;76.905086;61.166767;11.03.2020;"16.07.2019; 16:40";земли лесного фонда в долгосрочной аренде;0,0147;-;До 2023
нефть;76,621656;61,216151;11.03.2020;"16.07.2019; 13:00";земли лесного фонда в долгосрочной аренде;0,0188;-;До 2023
нефть;76.898510;61.059800;11.03.2020;"16.07.2019; 14:30";земли лесного фонда в долгосрочной аренде;0,0968;-;До 2023
нефть;76.847913;61.019210;11.03.2020;"26.07.2019; 02:20";земли лесного фонда в долгосрочной аренде;0,1247;-;До 2023
нефть;76.655542;61.097074;11.03.2020;"29.07.2019; 07:50";земли промышленности;0,0164;-;До 2023
нефть;76.537489;61.315515;11.03.2020;"31.07.2019; 17:40";земли лесного фонда в долгосрочной аренде;0,2604;-;До 2023
нефть;76.587077;61.260731;11.03.2020;"05.12.2019; 21:30";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0655;-;До 2023
подтоварная вода;76.936677;61.062214;11.03.2020;"01.08.2019; 15:00";земли лесного фонда в долгосрочной аренде;0,0083;-;До 2023
нефть;76.713635;61.052250;11.03.2020;"04.08.2019; 21:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1327;-;До 2023
нефть;76.582862;61.168145;11.03.2020;"07.08.2019; 23:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1184;-;До 2023
нефть;76,836614;61,030912;11.03.2020;"08.08.2019; 11:20";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0752;-;До 2023
нефть;76.639661;61.026650;11.03.2020;"09.08.2019; 12:10";земли лесного фонда в долгосрочной аренде;0,0044;-;До 2023
нефть;76.920644;61.124492;11.03.2020;"10.08.2019; 11:30";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1149;-;До 2023
нефть;76,314913;61,202659;11.03.2020;"16.08.2019; 11:25";земли лесного фонда, земли промышленности;0,1914;-;До 2023
нефть;76,651731;61,145893;11.03.2020;"20.08.2019; 14:15";земли лесного фонда в долгосрочной аренде;0,0074;-;До 2023
нефть;76.917896;61.055822;11.03.2020;21.08.2019;земли лесного фонда в долгосрочной аренде;0,0358;-;До 2023
ВНЭ;76,752438;61,046659;11.03.2020;"22.08.2019; 16:00";земли лесного фонда в долгосрочной аренде;0,0333;-;До 2023
нефть;76.885847;61.092931;11.03.2020;"24.08.2019; 11:40";земли лесного фонда в долгосрочной аренде;0,0959;-;До 2023
нефть;76.638016;61.194854;11.03.2020;"24.08.2019; 23:00";земли лесного фонда в долгосрочной аренде;0,2023;-;До 2023
нефть;76.672670;61.171473;11.03.2020;"28.08.2019; 09:20";земли лесного фонда в долгосрочной аренде;0,0892;-;До 2023
нефть;76,767505;61,007768;11.03.2020;"28.08.2019; 10:30";земли лесного фонда в долгосрочной аренде;0,0008;-;До 2023
нефть;76,874431;61,061012;11.03.2020;"29.08.2019; 15:35";земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,0508;-;До 2023
нефть;76.658493;61.103132;11.03.2020;"29.08.2019; 12:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2299;-;До 2023
нефть;76.656981;61.180668;11.03.2020;"29.08.2019; 15:30";земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,0659;-;До 2023
нефть;76,731889;61,145998;11.03.2020;"29.08.2019; 14:00";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1538;-;До 2023
нефть;76.953930;61.176473;11.03.2020;"05.09.2019; 04:55";земли лесного фонда в долгосрочной аренде;0,0442;-;До 2023
подтоварная вода;76.947771 ;61.066799;11.03.2020;"08.09.2019; 12:20";земли промышленности;0,0019;-;До 2023
подтоварная вода;76.957502 ;61.038666;11.03.2020;"08.09.2019; 11:25";земли лесного фонда в долгосрочной аренде;0,0039;-;До 2023
нефть;76,670142;61,115098;11.03.2020;"17.09.2019; 09:30";земли лесного фонда в долгосрочной аренде;0,0223;-;До 2023
нефть;76.701149;61.087804;11.03.2020;"19.09.2019; 18:40";земли лесного фонда в долгосрочной аренде;0,037;-;До 2023
нефть;76,497686;61,361227;11.03.2020;"20.09.2019; 11:15";земли лесного фонда в долгосрочной аренде, земли промышленности ;0,0532;-;До 2023
нефть;76.408174;61.238946;11.03.2020;"18.11.2019; 13:10";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0682;-;До 2023
нефть;76.839360;61.172789;11.03.2020;"02.10.2019; 10:40";земли лесного фонда в долгосрочной аренде;0,0455;-;До 2023
нефть;76.786109;61.001938;11.03.2020;"02.10.2019; 10:45";земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,0277;-;До 2023
нефть;76.913024;61.134939;11.03.2020;"03.10.2019; 08:35";земли лесного фонда в долгосрочной аренде;0,0495;-;До 2023
нефть;76,952679;61,1766;11.03.2020;"06.10.2019; 10:44";земли лесного фонда в долгосрочной аренде;0,0054;-;До 2023
нефть;76.416285;61.029883;11.03.2020;"09.10.2019; 15:50";земли лесного фонда в долгосрочной аренде;0,0539;-;До 2023
нефть;76.624343;61.238888;11.03.2020;"12.10.2019; 12:20";земли лесного фонда в долгосрочной аренде;0,0097;-;До 2023
нефть;76.652050;61.194869;11.03.2020;"27.10.2019; 09:30";земли лесного фонда в долгосрочной аренде;0,0217;-;До 2023
нефть;76.427228;61.046408;11.03.2020;"01.11.2019; 09:15";земли лесного фонда в долгосрочной аренде;0,05;-;До 2023
подтоварная вода;76.768869;61.151501;11.03.2020;"04.11.2019; 07:20";земли лесного фонда в долгосрочной аренде;0,0893;-;До 2023
нефть;76.836129;61.247150;11.03.2020;"07.11.2019; 23:00";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0678;-;До 2023
нефть;76.798672;61.214719;11.03.2020;"15.11.2019; 14:40";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0099;-;До 2023
нефть;76,610883;61,07849;11.03.2020;"15.11.2019; 12:10";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0222;-;До 2023
нефть;76.605347;61.223431;11.03.2020;"18.11.2019; 15:45";земли лесного фонда в долгосрочной аренде;0,0064;-;До 2023
нефть;76.768943;61.015554;11.03.2020;"19.11.2019; 14:40";земли лесного фонда в долгосрочной аренде, земли промышленности;0,2084;-;До 2023
нефть;76,759143;61,106266;11.03.2020;"22.11.2019; 12:10";земли лесного фонда в долгосрочной аренде;0,0144;-;До 2023
газовый конденсат;76.644127;61.092331;11.03.2020;"23.11.2019; 13:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1818;-;До 2023
нефть;76.762237;61.150218;11.03.2020;"26.11.2019; 15:45";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0389;-;До 2023
нефть;76.869000;61.240667;11.03.2020;"07.12.2019; 15:00";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,3551;-;До 2023
нефть;76.820166;61.151462;11.03.2020;"02.12.2019; 13:15";земли лесного фонда в долгосрочной аренде;0,0357;-;До 2023
нефть;76.585597;61.259332;11.03.2020;"05.12.2019; 14:06";земли лесного фонда в долгосрочной аренде;0,0263;-;До 2023
нефть;76.417366;61.216374;11.03.2020;"06.12.2019; 14:14";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0693;-;До 2023
нефть;76.712499;61.077650;11.03.2020;"06.12.2019; 20:10";земли лесного фонда в долгосрочной аренде;0,0144;-;До 2023
нефть;76.930740;61.167379;11.03.2020;"06.12.2019; 11:10";земли лесного фонда в долгосрочной аренде, земли лесного фонда, земли промышленности;0,0883;-;До 2023
нефть;76.734664;61.069966;11.03.2020;"08.12.2019; 21:30";земли лесного фонда в долгосрочной аренде;0,0363;-;До 2023
нефть;76.708050;61.075705;11.03.2020;"09.12.2019; 16:50";земли лесного фонда в долгосрочной аренде;0,0103;-;До 2023
нефть;76.839320;61.196217;11.03.2020;"11.12.2019; 10:20";земли лесного фонда в долгосрочной аренде;0,0358;-;До 2023
нефть;76.866912;61.189176;11.03.2020;"11.12.2019; 15:50";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1563;-;До 2023
подтоварная вода;76,649482;61,10054;11.03.2020;"21.12.2019; 11:25";земли лесного фонда в долгосрочной аренде, земли промышленности;0,2454;-;До 2023
подтоварная вода;76.864880;61.008943;11.03.2020;"23.12.2019; 06:10";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0639;-;До 2023
нефть;76.590321;61.082403;11.03.2020;"27.12.2019; 14:05";земли лесного фонда в долгосрочной аренде;0,0145;-;До 2023
нефть;76.888286;61.190871;11.03.2020;"30.12.2019; 10:02";земли лесного фонда в долгосрочной аренде;0,0134;-;До 2023
нефть;76.742045;61.140997;11.03.2020;"31.12.2019; 21:15";земли лесного фонда в долгосрочной аренде;0,0087;-;До 2023
нефть;76.457456;61.319948;11.03.2020;"08.12.2019; 16:00";земли лесного фонда в долгосрочной аренде;0,0018;-;До 2023
нефть;76,76379;61,150391;02.03.2021;02.01.2020;земли лесного фонда в долгосрочной аренде;0,0373;Отбор проб не производился;до 2025
нефть;76,885284;61,039021;02.03.2021;03.01.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1457;Отбор проб не производился;до 2025
нефть;76,95797;61,106265;02.03.2021;03.01.2020;земли промышленности;0,0925;Отбор проб не производился;до 2025
нефть;76,436099;61,288329;02.03.2021;13.01.2020;земли лесного фонда в долгосрочной аренде;0,0355;Отбор проб не производился;до 2025
нефть;76,875303;61,215561;02.03.2021;18.01.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,1703;Отбор проб не производился;до 2025
нефть;76,702695;61,168157;02.03.2021;20.01.2020;земли лесного фонда в долгосрочной аренде;0,0105;Отбор проб не производился;до 2025
нефть;76,982782;61,008568;02.03.2021;24.01.2020;земли промышленности;0,1228;Отбор проб не производился;до 2025
нефть;76,765936;61,045886;02.03.2021;01.02.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,109;Отбор проб не производился;до 2025
нефть;76,412514;61,239585;02.03.2021;02.02.2020;земли лесного фонда в долгосрочной аренде;0,0699;Отбор проб не производился;до 2025
нефть;76,855105;61,067104;02.03.2021;04.02.2020;земли лесного фонда в долгосрочной аренде;0,2688;Отбор проб не производился;до 2025
нефть;76,834112;61,242915;02.03.2021;06.02.2020;земли лесного фонда в долгосрочной аренде;0,0313;Отбор проб не производился;до 2025
нефть;76,931000;61,138456;02.03.2021;07.02.2020;земли лесного фонда в долгосрочной аренде;0,0085;Отбор проб не производился;до 2025
нефть;76,606641;61,271231;02.03.2021;08.02.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0657;Отбор проб не производился;до 2025
нефть;76,780113;61,060711;02.03.2021;10.02.2020;земли лесного фонда в долгосрочной аренде;0,0099;Отбор проб не производился;до 2025
нефть;76,493867;61,162399;02.03.2021;19.02.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2456;Отбор проб не производился;до 2025
нефть;76,733695;61,251563;02.03.2021;21.02.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,2165;Отбор проб не производился;до 2025
нефть;76,822344;61,042054;02.03.2021;24.02.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,126;Отбор проб не производился;до 2025
подтоварная вода;76,860481;61,207389;02.03.2021;26.02.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,197;Отбор проб не производился;до 2025
нефть;76,479073;61,026803;02.03.2021;27.02.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,0956;Отбор проб не производился;до 2025
нефть;76,878007;61,07581;02.03.2021;03.03.2020;земли промышленности;0,0213;Отбор проб не производился;до 2025
нефть;76,766376;61,020158;02.03.2021;09.03.2020;земли лесного фонда в долгосрочной аренде;0,0588;Отбор проб не производился;до 2025
нефть;76,570307;61,208759;02.03.2021;14.03.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0399;Отбор проб не производился;до 2025
нефть;76,859562;61,188368;02.03.2021;14.03.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0645;Отбор проб не производился;до 2025
нефть;76,533488;61,149187;02.03.2021;21.03.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,242;Отбор проб не производился;до 2025
нефть;76,660222;61,076556;02.03.2021;23.03.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,1243;Отбор проб не производился;до 2025
нефть;76,425182;61,337593;02.03.2021;25.03.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0473;Отбор проб не производился;до 2025
нефть;76,917606;61,245306;02.03.2021;01.04.2020;земли лесного фонда в долгосрочной аренде;0,0276;Отбор проб не производился;до 2025
нефть;76,779962;61,007086;02.03.2021;08.04.2020;земли лесного фонда;0,0769;Отбор проб не производился;до 2025
нефть;76,562454;61,181809;02.03.2021;10.04.2020;земли лесного фонда в долгосрочной аренде;0,0488;Отбор проб не производился;до 2025
нефть;76,447708;61,318704;02.03.2021;15.04.2020;земли лесного фонда в долгосрочной аренде;0,1611;Отбор проб не производился;до 2025
нефть;76,726422;61,144813;02.03.2021;15.04.2020;земли промышленности;0,029;Отбор проб не производился;до 2025
нефть;76,812791;61,221153;02.03.2021;17.04.2020;земли лесного фонда в долгосрочной аренде;0,0503;Отбор проб не производился;до 2025
нефть;76,875856;61,215399;02.03.2021;20.04.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,22;Отбор проб не производился;до 2025
нефть;76,547344;61,222036;02.03.2021;21.04.2020;земли лесного фонда в долгосрочной аренде;0,0259;Отбор проб не производился;до 2025
нефть;76,728382;61,24542;02.03.2021;22.04.2020;земли лесного фонда в долгосрочной аренде;0,0001;Отбор проб не производился;до 2025
нефть;76,625117;61,18351;02.03.2021;23.04.2020;земли лесного фонда в долгосрочной аренде;0,0897;Отбор проб не производился;до 2025
нефть;76,580054;61,167695;02.03.2021;27.04.2020;земли лесного фонда в долгосрочной аренде;0,0238;Отбор проб не производился;до 2025
нефть;76,820387;61,206734;02.03.2021;27.04.2020;земли лесного фонда в долгосрочной аренде;0,0298;Отбор проб не производился;до 2025
нефть;76,940265;61,173803;02.03.2021;28.04.2020;земли лесного фонда в долгосрочной аренде;0,0016;Отбор проб не производился;до 2025
нефть;76,820054;61,031358;02.03.2021;02.05.2020;земли лесного фонда в долгосрочной аренде;0,0383;Отбор проб не производился;до 2025
нефть;76,612528;61,491706;02.03.2021;04.05.2020;земли лесного фонда в долгосрочной аренде;0,2682;Отбор проб не производился;до 2025
нефть;76,593796;61,135835;02.03.2021;07.05.2020;земли лесного фонда в долгосрочной аренде;0,0006;Отбор проб не производился;до 2025
нефть;76,696918;61,245434;02.03.2021;15.05.2020;земли лесного фонда в долгосрочной аренде;0,0377;Отбор проб не производился;до 2025
нефть;76,756552;61,112422;02.03.2021;18.05.2020;земли лесного фонда в долгосрочной аренде;0,0072;Отбор проб не производился;до 2025
нефть;76,746831;61,122604;02.03.2021;23.05.2020;земли лесного фонда в долгосрочной аренде;0,2152;Отбор проб не производился;до 2025
нефть;76,780535;61,006795;02.03.2021;27.05.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0286;Отбор проб не производился;до 2025
нефть;76,416355;61,029406;02.03.2021;06.06.2020;земли лесного фонда в долгосрочной аренде;0,0064;Отбор проб не производился;до 2025
нефть;76,866450;61,179432;02.03.2021;09.06.2020;земли лесного фонда в долгосрочной аренде;0,011;Отбор проб не производился;до 2025
нефть;76,610922;61,08819;02.03.2021;12.06.2020;земли лесного фонда в долгосрочной аренде;0,0062;Отбор проб не производился;до 2025
нефть;76,570755;61,250641;02.03.2021;15.06.2020;земли лесного фонда в долгосрочной аренде;0,16;Отбор проб не производился;до 2025
нефть;76,787258;61,051347;02.03.2021;18.06.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0544;Отбор проб не производился;до 2025
нефть;76,611487;61,074238;02.03.2021;26.06.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,0681;Отбор проб не производился;до 2025
нефть;76,544905;61,148445;02.03.2021;30.06.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2431;Отбор проб не производился;до 2025
нефть;76,785703;61,046962;02.03.2021;02.07.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,285;Отбор проб не производился;до 2025
нефть;76,548203;61,102873;02.03.2021;09.07.2020;земли лесного фонда в долгосрочной аренде;0,0807;Отбор проб не производился;до 2025
нефть;76,635775;61,282203;02.03.2021;12.07.2020;земли промышленности;0,0286;Отбор проб не производился;до 2025
нефть;76,939452;61,165012;02.03.2021;12.07.2020;земли лесного фонда в долгосрочной аренде;0,0123;Отбор проб не производился;до 2025
нефть;76,680364;61,039628;02.03.2021;19.07.2020;земли лесного фонда в долгосрочной аренде;0,0185;Отбор проб не производился;до 2025
нефть;76,958363;61,112002;02.03.2021;23.07.2020;земли промышленности;0,0374;Отбор проб не производился;до 2025
нефть;76,917747;61,199562;02.03.2021;24.07.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0061;Отбор проб не производился;до 2025
нефть;76,705889;61,133898;02.03.2021;28.07.2020;земли лесного фонда в долгосрочной аренде;0,0425;Отбор проб не производился;до 2025
нефть;76,778866;61,040440;02.03.2021;02.08.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2861;Отбор проб не производился;до 2025
нефть;76,770626;61,154902;02.03.2021;04.08.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,1015;Отбор проб не производился;до 2025
нефть;76,513665;61,139885;02.03.2021;07.08.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2748;Отбор проб не производился;до 2025
нефть;76,519494;61,151352;02.03.2021;08.08.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0732;Отбор проб не производился;до 2025
нефть;76,743798;61,139852;02.03.2021;09.08.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0313;Отбор проб не производился;до 2025
нефть;76,862176;61,010061;02.03.2021;09.08.2020;земли лесного фонда в долгосрочной аренде;0,098;Отбор проб не производился;до 2025
нефть;76,605556;61,074100;02.03.2021;13.08.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0481;Отбор проб не производился;до 2025
нефть;76,641816;61,194990;02.03.2021;16.08.2020;земли лесного фонда в долгосрочной аренде;0,0531;Отбор проб не производился;до 2025
нефть;76,711100;61,038917;02.03.2021;18.08.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,1825;Отбор проб не производился;до 2025
нефть;76,523463;61,214426;02.03.2021;21.08.2020;земли лесного фонда в долгосрочной аренде;0,0206;Отбор проб не производился;до 2025
нефть;76,958194;61,165941;02.03.2021;22.08.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,0422;Отбор проб не производился;до 2025
нефть;76,669295;61,115086;02.03.2021;23.08.2020;земли лесного фонда в долгосрочной аренде;0,0988;Отбор проб не производился;до 2025
нефть;76,533022;61,149890;02.03.2021;23.08.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2488;Отбор проб не производился;до 2025
нефть;76,766287;61,110272;02.03.2021;28.08.2020;земли лесного фонда в долгосрочной аренде;0,0199;Отбор проб не производился;до 2025
нефть;76,447239;61,305361;02.03.2021;28.08.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0736;Отбор проб не производился;до 2025
нефть;76,615393;61,158314;02.03.2021;30.08.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,1458;Отбор проб не производился;до 2025
подтоварная вода;77,007934;61,055994;02.03.2021;04.09.2020;земли промышленности;0,0654;Отбор проб не производился;до 2025
нефть;76,876822;61,215330;02.03.2021;05.09.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2656;Отбор проб не производился;до 2025
подтоварная вода;76,981301;61,008235;02.03.2021;05.09.2020;земли промышленности;0,0026;Отбор проб не производился;до 2025
