lon,lat,reg_date,last_date_cutted,square
76.49611,61.29305,2019-03-19,,0.3661
76.496864,61.286858,2019-03-19,,0.1269
76.47819,61.274887,2019-03-19,,0.1127
76.273254,61.187378,2019-03-19,,0.0071
76.48708,61.278564,2019-03-19,,0.3684
76.4186,61.225918,2019-03-19,,0.0169
76.48699,61.279327,2019-03-19,,0.1627
76.45425,61.256786,2019-03-19,,0.1636
76.45023,61.317883,2019-03-19,,0.6829
76.48712,61.28356,2019-03-19,,0.0234
76.49388,61.29154,2019-03-19,,0.2291
76.487045,61.27889,2019-03-19,,0.1001
76.52155,61.099987,2019-03-19,,0.0472
76.45597,61.154633,2019-03-19,,0.0924
76.528755,61.140312,2019-03-19,,0.2632
76.8912,61.18535,2019-03-19,,0.1787
76.84373,61.235928,2019-03-19,,0.0845
76.85972,61.22529,2019-03-19,,0.0579
76.86647,61.24788,2019-03-19,,0.0485
76.86114,61.21321,2019-03-19,,0.0086
76.86128,61.217037,2019-03-19,,0.2749
76.89909,61.1738,2019-03-19,,0.0195
76.89926,61.173504,2019-03-19,,0.0862
76.88328,61.177574,2019-03-19,,0.0042
76.87752,61.18303,2019-03-19,,0.2553
76.8827,61.177643,2019-03-19,,0.0067
76.883064,61.177006,2019-03-19,,0.0595
76.88208,61.177704,2019-03-19,,0.0111
76.87984,61.179054,2019-03-19,,0.4534
76.889534,61.164845,2019-03-19,,0.0449
76.78608,61.19374,2019-03-19,,0.1293
76.95442,61.132,2019-03-19,,0.0053
76.79,61.199097,2019-03-19,,0.1016
76.81339,61.186623,2019-03-19,,0.0072
76.58568,61.129147,2019-03-19,,0.026
76.582504,61.132496,2019-03-19,,0.4331
76.588295,61.129356,2019-03-19,,0.36
76.58692,61.131393,2019-03-19,,0.0262
76.585236,61.128445,2019-03-19,,0.037
76.58906,61.121338,2019-03-19,,0.8278
76.62028,61.120903,2019-03-19,,0.1434
76.56683,61.16647,2019-03-19,,0.2038
76.611046,61.151173,2019-03-19,,0.1917
76.57606,61.17413,2019-03-19,,0.4639
76.61198,61.179703,2019-03-19,,0.0574
76.61832,61.18129,2019-03-19,,0.0119
76.61883,61.181316,2019-03-19,,0.4228
76.6155,61.18077,2019-03-19,,0.0126
76.57621,61.17195,2019-03-19,,0.1151
76.57649,61.17453,2019-03-19,,0.0659
76.64113,61.194126,2019-03-19,,0.0298
76.64297,61.190662,2019-03-19,,0.0433
76.6423,61.177746,2019-03-19,,0.0929
76.62219,61.177124,2019-03-19,,0.0349
76.64389,61.177845,2019-03-19,,0.0459
76.62079,61.177685,2019-03-19,,0.0577
76.621735,61.17751,2019-03-19,,0.1126
76.609,61.18216,2019-03-19,,0.0938
76.64187,61.193085,2019-03-19,,0.1394
76.64416,61.16889,2019-03-19,,0.0182
76.636,61.137863,2019-03-19,,0.2244
76.89422,61.183514,2019-03-19,,0.0867
76.89481,61.182198,2019-03-19,,0.4288
76.8653,61.125362,2019-03-19,,0.0276
76.89348,61.183186,2019-03-19,,0.1085
76.95152,61.153294,2019-03-19,,0.2151
77.04577,61.195026,2019-03-19,,0.0753
76.88075,61.183846,2019-03-19,,0.0083
76.908005,61.172287,2019-03-19,,0.0922
76.90824,61.17289,2019-03-19,,0.2871
76.88752,61.17518,2019-03-19,,0.0532
76.82729,61.223747,2019-03-19,,0.0652
76.9203,61.249817,2019-03-19,,1.2329
76.77596,61.229664,2019-03-19,,0.0164
76.80384,61.253014,2019-03-19,,0.0048
76.88602,61.193253,2019-03-19,,0.4242
76.88193,61.18925,2019-03-19,,0.0044
76.88171,61.1865,2019-03-19,,0.5087
76.90037,61.1862,2019-03-19,,0.2932
76.53455,61.175037,2019-03-19,,0.0163
76.44884,61.17882,2019-03-19,,0.0399
76.47285,61.209038,2019-03-19,,0.316
76.47455,61.210014,2019-03-19,,0.8153
76.67351,61.185722,2019-03-19,,0.1057
76.68404,61.169514,2019-03-19,,0.1586
76.66251,61.164192,2019-03-19,,0.0606
76.669,61.18529,2019-03-19,,0.0543
76.663216,61.16355,2019-03-19,,0.5075
76.66365,61.163322,2019-03-19,,0.1148
76.66315,61.16416,2019-03-19,,0.0554
76.911766,61.173862,2019-03-19,,0.0137
76.61552,61.18084,2019-03-19,,0.0456
76.82709,61.039566,2020-03-11,2019-01-03,0.0718
76.93103,61.046364,2020-03-11,2019-01-09,0.0765
76.92392,61.033638,2020-03-11,2019-01-15,0.0034
76.93975,61.17345,2020-03-11,2019-01-15,0.0184
76.85964,61.16686,2020-03-11,2019-01-16,0.0572
76.84195,61.06996,2020-03-11,2019-01-21,0.0276
76.88743,61.23115,2020-03-11,2019-01-24,0.0866
76.726395,61.035625,2020-03-11,2019-01-29,0.0565
76.73376,61.25111,2020-03-11,2019-02-02,0.0382
76.92462,61.093792,2020-03-11,2019-02-03,0.0338
76.80618,61.10314,2020-03-11,2019-02-12,0.0625
76.87123,61.12631,2020-03-11,2019-02-18,0.0137
76.90546,61.166862,2020-03-11,2019-03-10,0.1088
76.91119,61.168392,2020-03-11,2019-03-11,0.2364
76.81745,61.045914,2020-03-11,2019-03-12,0.0282
76.775406,61.060116,2020-03-11,2019-03-12,0.1883
76.84111,61.05804,2020-03-11,2019-03-14,0.1776
76.53178,61.204865,2020-03-11,2019-03-16,0.1354
76.80491,61.200943,2020-03-11,2019-03-19,0.0182
76.37685,61.026745,2020-03-11,2019-03-23,0.2078
76.56502,61.109116,2020-03-11,2019-03-25,0.0049
76.86991,61.064808,2020-03-11,2019-03-27,0.2363
76.65473,61.17995,2020-03-11,2019-03-28,0.0821
76.81858,61.029152,2020-03-11,2019-03-31,0.0388
76.61145,61.16073,2020-03-11,2019-04-05,0.0079
76.8546,61.06468,2020-03-11,2019-04-05,0.0376
76.88528,61.21447,2020-03-11,2019-04-05,0.0545
76.83609,61.17672,2020-03-11,2019-04-07,0.0111
76.945015,61.131683,2020-03-11,2019-04-07,0.0363
76.88752,61.038383,2020-03-11,2019-04-10,0.006
76.62943,61.06758,2020-03-11,2019-04-12,0.1741
76.80299,61.05173,2020-03-11,2019-04-16,0.0951
76.54978,61.127583,2020-03-11,2019-04-16,0.0642
76.78707,61.051437,2020-03-11,2019-04-18,0.0211
76.80917,61.07032,2020-03-11,2019-04-20,0.3198
76.88886,61.23655,2020-03-11,2019-04-22,0.0579
76.62286,61.254868,2020-03-11,2019-04-25,0.0022
76.70998,61.272854,2020-03-11,2019-05-02,0.0335
76.6145,61.08058,2020-03-11,2019-05-10,0.0285
76.91503,61.06157,2020-03-11,2019-05-12,0.0636
76.64013,61.165276,2020-03-11,2019-05-18,0.0132
76.61153,61.14342,2020-03-11,2019-05-20,0.0157
76.58434,61.14169,2020-03-11,2019-05-25,0.0439
76.538795,61.31589,2020-03-11,2019-05-29,0.0412
76.92455,61.249367,2020-03-11,2019-05-31,0.0003
76.67353,61.245262,2020-03-11,2019-06-10,0.1614
76.914474,61.06089,2020-03-11,2019-06-11,0.0444
76.54435,61.12766,2020-03-11,2019-06-13,0.0504
76.73998,61.04586,2020-03-11,2019-06-14,0.0539
76.60539,61.154007,2020-03-11,2019-06-15,0.0337
76.53408,61.3031,2020-03-11,2019-06-20,0.0948
76.84425,61.190536,2020-03-11,2019-06-24,0.1048
76.448784,61.249813,2020-03-11,2019-06-29,0.0458
76.78,61.11768,2020-03-11,2019-06-30,0.0138
76.87804,61.179283,2020-03-11,2019-07-02,0.0513
76.67459,61.23122,2020-03-11,2019-07-03,0.2278
76.87674,61.084778,2020-03-11,2019-07-04,0.0121
76.44742,61.25083,2020-03-11,2019-07-04,0.1327
76.93077,61.068478,2020-03-11,2019-07-05,0.0206
76.786026,61.058575,2020-03-11,2019-07-09,0.0325
76.38453,61.03034,2020-03-11,2019-07-10,0.0164
76.494514,61.360985,2020-03-11,2019-07-11,0.1782
76.81919,61.083878,2020-03-11,2019-07-12,0.0819
76.90508,61.166767,2020-03-11,2019-07-16,0.0147
76.62166,61.216152,2020-03-11,2019-07-16,0.0188
76.89851,61.0598,2020-03-11,2019-07-16,0.0968
76.847916,61.01921,2020-03-11,2019-07-26,0.1247
76.65554,61.097073,2020-03-11,2019-07-29,0.0164
76.53749,61.315514,2020-03-11,2019-07-31,0.2604
76.587074,61.26073,2020-03-11,2019-12-05,0.0655
76.936676,61.062214,2020-03-11,2019-08-01,0.0083
76.71364,61.05225,2020-03-11,2019-08-04,0.1327
76.58286,61.168144,2020-03-11,2019-08-07,0.1184
76.83662,61.03091,2020-03-11,2019-08-08,0.0752
76.63966,61.02665,2020-03-11,2019-08-09,0.0044
76.92065,61.124493,2020-03-11,2019-08-10,0.1149
76.31491,61.20266,2020-03-11,2019-08-16,0.1914
76.65173,61.145893,2020-03-11,2019-08-20,0.0074
76.91789,61.05582,2020-03-11,2019-08-21,0.0358
76.75244,61.046658,2020-03-11,2019-08-22,0.0333
76.88585,61.09293,2020-03-11,2019-08-24,0.0959
76.638016,61.194855,2020-03-11,2019-08-24,0.2023
76.67267,61.171474,2020-03-11,2019-08-28,0.0892
76.7675,61.007767,2020-03-11,2019-08-28,0.0008
76.87443,61.061012,2020-03-11,2019-08-29,0.0508
76.65849,61.10313,2020-03-11,2019-08-29,0.2299
76.65698,61.180668,2020-03-11,2019-08-29,0.0659
76.73189,61.145996,2020-03-11,2019-08-29,0.1538
76.95393,61.17647,2020-03-11,2019-09-05,0.0442
76.94777,61.0668,2020-03-11,2019-09-08,0.0019
76.957504,61.038666,2020-03-11,2019-09-08,0.0039
76.67014,61.115097,2020-03-11,2019-09-17,0.0223
76.70115,61.087803,2020-03-11,2019-09-19,0.037
76.49769,61.361225,2020-03-11,2019-09-20,0.0532
76.40817,61.238945,2020-03-11,2019-11-18,0.0682
76.83936,61.17279,2020-03-11,2019-10-02,0.0455
76.78611,61.001938,2020-03-11,2019-10-02,0.0277
76.913025,61.134937,2020-03-11,2019-10-03,0.0495
76.95268,61.1766,2020-03-11,2019-10-06,0.0054
76.41628,61.029884,2020-03-11,2019-10-09,0.0539
76.624344,61.238888,2020-03-11,2019-10-12,0.0097
76.65205,61.19487,2020-03-11,2019-10-27,0.0217
76.42723,61.04641,2020-03-11,2019-11-01,0.05
76.76887,61.1515,2020-03-11,2019-11-04,0.0893
76.83613,61.24715,2020-03-11,2019-11-07,0.0678
76.798676,61.214718,2020-03-11,2019-11-15,0.0099
76.610886,61.07849,2020-03-11,2019-11-15,0.0222
76.60535,61.22343,2020-03-11,2019-11-18,0.0064
76.76894,61.015553,2020-03-11,2019-11-19,0.2084
76.75914,61.106266,2020-03-11,2019-11-22,0.0144
76.64413,61.09233,2020-03-11,2019-11-23,0.1818
76.76224,61.15022,2020-03-11,2019-11-26,0.0389
76.869,61.240665,2020-03-11,2019-12-07,0.3551
76.82017,61.151463,2020-03-11,2019-12-02,0.0357
76.585594,61.25933,2020-03-11,2019-12-05,0.0263
76.417366,61.216373,2020-03-11,2019-12-06,0.0693
76.7125,61.07765,2020-03-11,2019-12-06,0.0144
76.93074,61.167377,2020-03-11,2019-12-06,0.0883
76.734665,61.069965,2020-03-11,2019-12-08,0.0363
76.70805,61.075706,2020-03-11,2019-12-09,0.0103
76.83932,61.196217,2020-03-11,2019-12-11,0.0358
76.86691,61.189175,2020-03-11,2019-12-11,0.1563
76.64948,61.10054,2020-03-11,2019-12-21,0.2454
76.86488,61.00894,2020-03-11,2019-12-23,0.0639
76.590324,61.0824,2020-03-11,2019-12-27,0.0145
76.88828,61.190872,2020-03-11,2019-12-30,0.0134
76.74204,61.141,2020-03-11,2019-12-31,0.0087
76.45746,61.319946,2020-03-11,2019-12-08,0.0018
76.76379,61.15039,2021-03-02,2020-01-02,0.0373
76.885284,61.03902,2021-03-02,2020-01-03,0.1457
76.95797,61.106266,2021-03-02,2020-01-03,0.0925
76.4361,61.28833,2021-03-02,2020-01-13,0.0355
76.875305,61.21556,2021-03-02,2020-01-18,0.1703
76.7027,61.168156,2021-03-02,2020-01-20,0.0105
76.98278,61.008568,2021-03-02,2020-01-24,0.1228
76.76594,61.045887,2021-03-02,2020-02-01,0.109
76.41251,61.239586,2021-03-02,2020-02-02,0.0699
76.8551,61.067104,2021-03-02,2020-02-04,0.2688
76.834114,61.242916,2021-03-02,2020-02-06,0.0313
76.931,61.138454,2021-03-02,2020-02-07,0.0085
76.60664,61.271233,2021-03-02,2020-02-08,0.0657
76.78011,61.06071,2021-03-02,2020-02-10,0.0099
76.493866,61.1624,2021-03-02,2020-02-19,0.2456
76.733696,61.251564,2021-03-02,2020-02-21,0.2165
76.82234,61.042053,2021-03-02,2020-02-24,0.126
76.86048,61.20739,2021-03-02,2020-02-26,0.197
76.47907,61.026802,2021-03-02,2020-02-27,0.0956
76.878006,61.07581,2021-03-02,2020-03-03,0.0213
76.76637,61.020157,2021-03-02,2020-03-09,0.0588
76.570305,61.20876,2021-03-02,2020-03-14,0.0399
76.859566,61.18837,2021-03-02,2020-03-14,0.0645
76.533485,61.149185,2021-03-02,2020-03-21,0.242
76.660225,61.076557,2021-03-02,2020-03-23,0.1243
76.42518,61.337593,2021-03-02,2020-03-25,0.0473
76.9176,61.245304,2021-03-02,2020-04-01,0.0276
76.77996,61.007088,2021-03-02,2020-04-08,0.0769
76.562454,61.18181,2021-03-02,2020-04-10,0.0488
76.44771,61.318703,2021-03-02,2020-04-15,0.1611
76.726425,61.144814,2021-03-02,2020-04-15,0.029
76.81279,61.221153,2021-03-02,2020-04-17,0.0503
76.875854,61.2154,2021-03-02,2020-04-20,0.22
76.54734,61.222034,2021-03-02,2020-04-21,0.0259
76.72838,61.24542,2021-03-02,2020-04-22,1e-04
76.625114,61.18351,2021-03-02,2020-04-23,0.0897
76.580055,61.167694,2021-03-02,2020-04-27,0.0238
76.82039,61.206734,2021-03-02,2020-04-27,0.0298
76.94026,61.1738,2021-03-02,2020-04-28,0.0016
76.82005,61.031357,2021-03-02,2020-05-02,0.0383
76.612526,61.491707,2021-03-02,2020-05-04,0.2682
76.593796,61.135834,2021-03-02,2020-05-07,0.0006
76.696915,61.245434,2021-03-02,2020-05-15,0.0377
76.75655,61.112423,2021-03-02,2020-05-18,0.0072
76.74683,61.122604,2021-03-02,2020-05-23,0.2152
76.78053,61.006794,2021-03-02,2020-05-27,0.0286
76.41635,61.029408,2021-03-02,2020-06-06,0.0064
76.86645,61.179432,2021-03-02,2020-06-09,0.011
76.61092,61.08819,2021-03-02,2020-06-12,0.0062
76.570755,61.25064,2021-03-02,2020-06-15,0.16
76.787254,61.051346,2021-03-02,2020-06-18,0.0544
76.61149,61.074238,2021-03-02,2020-06-26,0.0681
76.54491,61.148445,2021-03-02,2020-06-30,0.2431
76.785706,61.046963,2021-03-02,2020-07-02,0.285
76.5482,61.102875,2021-03-02,2020-07-09,0.0807
76.63577,61.282204,2021-03-02,2020-07-12,0.0286
76.93945,61.165012,2021-03-02,2020-07-12,0.0123
76.68037,61.039627,2021-03-02,2020-07-19,0.0185
76.95837,61.112003,2021-03-02,2020-07-23,0.0374
76.91775,61.199562,2021-03-02,2020-07-24,0.0061
76.70589,61.1339,2021-03-02,2020-07-28,0.0425
76.77887,61.04044,2021-03-02,2020-08-02,0.2861
76.77062,61.154903,2021-03-02,2020-08-04,0.1015
76.513664,61.139885,2021-03-02,2020-08-07,0.2748
76.51949,61.151352,2021-03-02,2020-08-08,0.0732
76.7438,61.13985,2021-03-02,2020-08-09,0.0313
76.862175,61.01006,2021-03-02,2020-08-09,0.098
76.60555,61.0741,2021-03-02,2020-08-13,0.0481
76.641815,61.19499,2021-03-02,2020-08-16,0.0531
76.7111,61.038918,2021-03-02,2020-08-18,0.1825
76.52346,61.214424,2021-03-02,2020-08-21,0.0206
76.95819,61.16594,2021-03-02,2020-08-22,0.0422
76.6693,61.115086,2021-03-02,2020-08-23,0.0988
76.53302,61.14989,2021-03-02,2020-08-23,0.2488
76.76629,61.11027,2021-03-02,2020-08-28,0.0199
76.44724,61.305363,2021-03-02,2020-08-28,0.0736
76.615395,61.158314,2021-03-02,2020-08-30,0.1458
77.007935,61.055992,2021-03-02,2020-09-04,0.0654
76.87682,61.21533,2021-03-02,2020-09-05,0.2656
76.9813,61.008236,2021-03-02,2020-09-05,0.0026
76.71887,61.05083,2021-03-02,2020-09-06,0.0192
76.67941,61.243725,2021-03-02,2020-09-08,0.033
76.688515,61.30089,2021-03-02,2020-09-09,0.2643
76.93007,61.16693,2021-03-02,2020-09-11,0.0025
76.949196,61.215103,2021-03-02,2020-09-12,0.0105
76.89977,61.09106,2021-03-02,2020-09-12,0.0062
76.89065,61.04977,2021-03-02,2020-09-13,0.0297
76.94196,61.17285,2021-03-02,2020-09-17,0.0007
76.67419,61.234364,2021-03-02,2020-09-19,0.0084
76.47812,61.0271,2021-03-02,2020-09-20,0.0015
76.84879,61.01965,2021-03-02,2020-09-20,0.0002
76.805336,61.200695,2021-03-02,2020-09-20,0.0181
76.84114,61.068527,2021-03-02,2020-09-21,0.0361
76.919945,61.09073,2021-03-02,2020-09-21,0.0277
76.682556,61.23616,2021-03-02,2020-09-22,0.0678
76.79589,61.141136,2021-03-02,2020-09-24,0.2364
76.82465,61.204414,2021-03-02,2020-09-25,0.0856
76.698875,61.16479,2021-03-02,2020-09-26,0.0355
76.948326,61.16133,2021-03-02,2020-09-27,0.2484
76.48901,61.260387,2021-03-02,2020-09-29,0.1973
76.75296,61.178974,2021-03-02,2020-09-30,0.0652
76.75564,61.254387,2021-03-02,2020-10-02,0.028
76.825264,61.046787,2021-03-02,2020-10-06,0.0205
76.61109,61.088238,2021-03-02,2020-10-07,0.064
76.93294,61.04732,2021-03-02,2020-10-10,0.0337
76.90049,61.138027,2021-03-02,2020-10-10,0.2451
76.66269,61.26038,2021-03-02,2020-10-12,0.2745
76.8773,61.17911,2021-03-02,2020-10-14,0.0832
76.76431,61.26011,2021-03-02,2020-10-15,0.149
76.85824,61.17495,2021-03-02,2020-10-16,0.0745
76.61013,61.08797,2021-03-02,2020-10-20,0.0395
76.79702,61.193672,2021-03-02,2020-10-22,0.005
76.90841,61.056324,2021-03-02,2020-10-22,0.099
76.95412,61.033203,2021-03-02,2020-10-27,0.011
76.80227,61.127453,2021-03-02,2020-10-30,0.1483
76.69527,61.17424,2021-03-02,2020-11-02,0.0689
76.53937,61.20025,2021-03-02,2020-11-03,0.0054
76.88845,61.191017,2021-03-02,2020-11-08,0.0097
76.78651,61.046757,2021-03-02,2020-11-08,0.0184
76.68208,61.29708,2021-03-02,2020-11-10,0.0143
76.63989,61.16542,2021-03-02,2020-11-11,0.022
76.82357,61.042274,2021-03-02,2020-11-11,0.0511
76.917496,61.0681,2021-03-02,2020-11-12,0.0107
76.595245,61.099285,2021-03-02,2020-11-13,0.0302
76.930374,61.16798,2021-03-02,2020-11-17,0.083
76.95156,61.03327,2021-03-02,2020-11-18,0.0101
76.858185,61.1899,2021-03-02,2020-11-19,0.0492
76.67556,61.225986,2021-03-02,2020-11-22,0.2599
76.526,61.3152,2021-03-02,2020-11-22,0.0103
76.93353,61.166176,2021-03-02,2020-11-22,0.0987
76.63412,61.174763,2021-03-02,2020-12-03,0.0834
76.80769,61.083813,2021-03-02,2020-12-05,0.0298
76.85399,61.247887,2021-03-02,2020-12-06,0.0139
76.2921,61.189785,2021-03-02,2020-12-07,0.0148
76.569916,61.208378,2021-03-02,2020-12-09,0.2336
76.524445,61.20941,2021-03-02,2020-12-10,0.0968
76.59206,61.070873,2021-03-02,2020-12-10,0.1566
76.96288,61.119686,2021-03-02,2020-12-15,0.0197
76.66366,61.031006,2021-03-02,2020-12-16,0.2436
76.75313,61.179092,2021-03-02,2020-12-16,0.0363
76.682846,61.037693,2021-03-02,2020-12-17,0.0176
76.61906,61.216087,2021-03-02,2020-12-18,0.0418
76.724075,61.21352,2021-03-02,2020-12-19,0.044
76.50554,61.004982,2021-03-02,2020-12-23,0.0365
76.888115,61.224697,2021-03-02,2020-12-23,0.0615
76.61296,61.074123,2021-03-02,2020-12-24,0.0801
76.47974,61.042465,2021-03-02,2020-12-24,0.0196
76.76344,61.260883,2021-03-02,2020-12-24,0.0948
76.756775,61.112484,2021-03-02,2020-12-25,0.0692
76.558174,61.18082,2021-03-02,2020-12-26,0.0208
76.61665,61.082302,2021-03-02,2020-12-27,0.0482
76.58611,61.140648,2021-03-02,2020-12-28,0.2966
76.83795,61.00069,2021-03-02,2020-12-28,0.1367
76.65148,61.258488,2021-03-02,2020-12-29,0.0894
76.74825,61.400223,2017-02-15,2016-01-06,0.034
76.83422,61.361786,2017-02-15,2016-01-08,0.0305
76.729744,61.349358,2017-02-15,2016-01-10,0.0035
76.73151,61.302505,2017-02-15,2016-01-16,0.0178
76.823395,61.256725,2017-02-15,2016-01-20,0.0162
76.50508,61.506924,2017-02-15,2016-02-25,0.0223
76.83347,61.284985,2017-02-15,2016-03-13,0.1234
76.67371,61.37517,2017-02-15,2016-05-11,0.1776
76.74874,61.345966,2017-02-15,2016-05-14,0.0736
76.81102,61.26823,2017-02-15,2016-05-15,0.0141
76.67852,61.374016,2017-02-15,2016-06-03,0.1091
76.64211,61.37944,2017-02-15,2016-06-04,0.156
76.890175,61.30618,2017-02-15,2016-06-26,0.018
76.800186,61.265186,2017-02-15,2016-07-07,0.1661
76.80179,61.320312,2017-02-15,2016-07-13,0.0394
76.83225,61.295403,2017-02-15,2016-07-18,0.0064
76.604645,61.35953,2017-02-15,2016-09-09,0.0088
76.63562,61.417797,2017-02-15,2016-09-17,0.0116
76.644966,61.429733,2017-02-15,2016-09-18,0.0681
76.74522,61.35623,2017-02-15,2016-10-16,0.0419
76.746284,61.35718,2017-02-15,2016-10-16,0.0382
76.544,61.427513,2017-02-15,2016-10-26,0.0222
76.8576,61.2922,2017-02-15,2016-11-02,0.0062
76.80516,61.344757,2017-02-15,2016-11-03,0.2098
76.60214,61.415154,2017-02-15,2016-11-12,0.06
76.509544,61.531265,2017-02-15,2016-11-20,0.0182
76.53028,61.547337,2017-02-15,2016-11-25,0.0097
76.84697,61.304317,2017-02-15,2016-11-27,0.0163
76.42796,61.58874,2018-02-15,2017-01-03,0.0026
76.76814,61.35299,2018-02-15,2017-01-13,0.058
76.82588,61.282265,2018-02-15,2017-01-17,0.0281
76.73225,61.28311,2018-02-15,2017-01-23,0.0733
76.752594,61.300613,2018-02-15,2017-01-27,0.1751
76.831375,61.291386,2018-02-15,2017-01-30,0.0103
76.66808,61.37676,2018-02-15,2017-01-31,0.0452
76.891525,61.316475,2018-02-15,2017-02-01,0.0679
76.6631,61.377743,2018-02-15,2017-02-21,0.0102
76.63825,61.379147,2018-02-15,2017-02-26,0.0323
76.73259,61.28255,2018-02-15,2017-02-26,0.0262
76.68688,61.377666,2018-02-15,2017-02-26,0.0541
76.625854,61.377907,2018-02-15,2017-03-01,0.0142
76.60474,61.3596,2018-02-15,2017-03-10,0.0317
76.629616,61.434185,2018-02-15,2017-03-11,0.0457
76.82589,61.28227,2018-02-15,2017-04-03,0.03
76.636665,61.363472,2018-02-15,2017-04-06,0.0628
76.83128,61.291348,2018-02-15,2017-04-06,0.034
76.81445,61.29412,2018-02-15,2017-04-21,0.009
76.8114,61.26831,2018-02-15,2017-04-24,0.0752
76.68105,61.34835,2018-02-15,2017-04-28,0.0023
76.88475,61.29215,2018-02-15,2017-05-01,0.0052
76.73332,61.17082,2018-02-15,2017-05-05,0.4502
76.42554,61.570675,2018-02-15,2017-05-06,0.0195
76.74104,61.354584,2018-02-15,2017-05-08,0.0564
76.66728,61.376934,2018-02-15,2017-05-13,0.0105
76.62655,61.377228,2018-02-15,2017-05-14,0.0589
76.42659,61.579247,2018-02-15,2017-05-14,0.0384
76.61536,61.474857,2018-02-15,2017-05-21,0.1293
76.83296,61.28681,2018-02-15,2017-05-26,0.0894
76.93309,61.314762,2018-02-15,2017-06-06,0.0317
76.58811,61.36607,2018-02-15,2017-06-06,0.0282
76.69472,61.32506,2018-02-15,2017-06-08,0.4435
76.62783,61.377377,2018-02-15,2017-06-10,0.0054
76.62783,61.377377,2018-02-15,2017-06-12,0.0056
76.425575,61.570686,2018-02-15,2017-06-15,0.0146
76.65243,61.38891,2018-02-15,2017-06-17,1.0219
76.57319,61.4404,2018-02-15,2017-07-04,0.034
76.47359,61.582706,2018-02-15,2017-07-10,0.0633
76.76423,61.2545,2018-02-15,2017-07-15,0.2832
76.42409,61.570087,2018-02-15,2017-07-20,0.062
76.6296,61.434185,2018-02-15,2017-07-28,0.0726
76.62101,61.36061,2018-02-15,2017-08-10,0.0872
76.65496,61.337925,2018-02-15,2017-08-12,0.0772
76.66992,61.43122,2018-02-15,2017-08-17,0.4443
76.645996,61.379623,2018-02-15,2017-08-18,0.2044
76.48893,61.450806,2018-02-15,2017-08-24,0.3502
76.73138,61.3025,2018-02-15,2017-08-24,0.0171
76.61538,61.474888,2018-02-15,2017-08-24,0.3133
76.8306,61.297424,2018-02-15,2017-08-28,0.179
76.44846,61.516945,2018-02-15,2017-09-03,0.0022
76.6031,61.358913,2018-02-15,2017-09-05,0.1308
76.61097,61.370216,2018-02-15,2017-09-10,0.3873
76.60102,61.418545,2018-02-15,2017-09-12,0.0418
76.61062,61.322395,2018-02-15,2017-09-17,0.0361
76.77069,61.379333,2018-02-15,2017-09-16,0.0319
76.48891,61.450794,2018-02-15,2017-09-29,0.2842
76.59431,61.483982,2018-02-15,2017-10-17,0.1185
76.42414,61.57013,2018-02-15,2017-10-17,0.0201
76.67876,61.36929,2018-02-15,2017-10-18,0.0462
76.62962,61.43419,2018-02-15,2017-10-22,0.0522
76.67796,61.366474,2018-02-15,2017-10-25,0.0751
76.4242,61.570114,2018-02-15,2017-10-27,0.0042
76.63943,61.459476,2018-02-15,2017-10-30,0.0412
76.623505,61.376343,2018-02-15,2017-11-09,0.0123
76.59121,61.422504,2018-02-15,2017-11-16,0.2947
76.679634,61.36192,2018-02-15,2017-11-16,0.4302
76.67,61.37611,2018-02-15,2017-11-18,0.049
76.67863,61.369164,2018-02-15,2017-11-20,0.0021
76.66686,61.35087,2018-02-15,2017-11-21,0.012
76.66801,61.332108,2018-02-15,2017-11-24,0.0629
76.603096,61.358906,2018-02-15,2017-11-26,0.0071
76.603516,61.434704,2018-02-15,2017-12-17,0.0107
76.58627,61.438374,2018-02-15,2017-12-22,0.0525
76.677795,61.36762,2018-02-15,2017-12-25,0.0442
76.4892,61.450626,2018-02-15,2017-12-26,0.1832
76.78638,61.28411,2018-02-15,2017-12-29,0.0114
76.591354,61.42242,2018-02-15,2017-12-30,0.2956
76.42418,61.57009,2019-03-19,2018-01-01,0.0286
76.81385,61.29444,2019-03-19,2018-01-07,0.002
76.70553,61.3445,2019-03-19,2018-01-09,0.0692
76.833,61.286674,2019-03-19,2018-01-13,0.0202
76.56971,61.430428,2019-03-19,2018-01-14,0.0097
76.48937,61.45049,2019-03-19,2018-01-18,0.2375
76.69131,61.334698,2019-03-19,2018-01-19,0.0977
76.681145,61.348568,2019-03-19,2018-01-19,0.0215
76.66197,61.429363,2019-03-19,2018-01-21,0.2392
76.91506,61.319473,2019-03-19,2018-01-30,0.0148
76.4895,61.450405,2019-03-19,2018-02-03,0.2195
76.76083,61.297752,2019-03-19,2018-02-06,0.0622
76.73142,61.3025,2019-03-19,2018-02-07,0.0154
76.5914,61.422405,2019-03-19,2018-02-10,0.1596
76.811646,61.268883,2019-03-19,2018-02-13,0.0188
76.61098,61.37021,2019-03-19,2018-02-14,0.1233
76.646736,61.433853,2019-03-19,2018-02-17,0.0254
76.634674,61.410995,2019-03-19,2018-02-28,0.005
76.67291,61.38072,2019-03-19,2018-03-04,0.0142
76.60311,61.358913,2019-03-19,2018-03-08,0.055
76.62812,61.377426,2019-03-19,2018-03-18,0.057
76.67078,61.39504,2019-03-19,2018-03-25,0.0154
76.8051,61.26658,2019-03-19,2018-03-31,0.1202
